,location,total_sqft,bath,price,bhk,encoded_loc
7339,Kundalahalli,1260.0,2,58.0,2,150
7340,Jigani,939.0,2,39.0,2,113
7341,Jalahalli,600.0,1,37.0,1,111
7342,8th Phase JP Nagar,1298.0,2,59.0,2,7
7343,Marathahalli,1710.0,3,135.0,3,161
7344,Subramanyapura,1000.0,2,45.0,2,205
7345,Ramagondanahalli,3350.0,3,150.0,3,187
7346,others,1100.0,2,68.0,2,230
7347,Jalahalli,615.0,1,46.0,1,111
7348,Sarjapur  Road,1350.0,2,85.0,2,194
7349,Sultan Palaya,5000.0,5,325.0,4,206
7350,Hegde Nagar,1718.0,3,130.0,3,94
7351,7th Phase JP Nagar,1680.0,3,112.0,3,6
7352,Hulimavu,1500.0,2,90.0,2,105
7353,Sarjapur  Road,1157.0,2,72.0,3,194
7354,Akshaya Nagar,1179.0,2,51.0,2,11
7355,Hulimavu,1942.5,2,60.48,2,105
7356,Jalahalli East,1010.0,2,52.0,2,112
7357,Electronic City,630.0,1,46.0,1,74
7358,Kaval Byrasandra,1025.0,2,60.0,2,133
7359,Hennur Road,1195.0,2,59.0,2,96
7360,Whitefield,1012.0,2,58.0,2,224
7361,Hegde Nagar,1884.0,4,118.0,3,94
7362,Sarjapura - Attibele Road,1090.0,2,37.0,2,195
7363,Harlur,1710.0,3,85.0,3,91
7364,Uttarahalli,1500.0,3,68.0,3,216
7365,Kodichikkanahalli,1310.0,2,53.0,3,138
7366,Dommasandra,674.0,1,19.9,2,72
7367,Hoodi,1350.0,3,70.0,3,97
7368,others,1464.0,2,115.0,3,230
7369,Electronic City,1400.0,2,40.45,3,74
7370,Electronic City Phase II,1625.0,2,48.75,3,75
7371,Electronic City,1065.0,2,30.76,2,74
7372,others,1385.0,3,90.0,3,230
7373,CV Raman Nagar,1040.0,2,50.0,2,53
7374,Haralur Road,1817.0,3,110.0,3,90
7375,others,1205.0,2,47.0,2,230
7376,others,1070.0,2,33.43,2,230
7377,others,1070.0,2,52.0,2,230
7378,Amruthahalli,1340.0,2,75.0,2,14
7379,Kalena Agrahara,980.0,2,35.0,2,121
7380,8th Phase JP Nagar,1006.0,2,44.0,2,7
7381,Thanisandra,1098.0,2,71.0,2,209
7382,Mico Layout,1200.0,2,53.5,2,163
7383,Thigalarapalya,4190.0,4,325.0,4,210
7384,Sarjapur  Road,1019.0,2,62.0,2,194
7385,Whitefield,1150.0,2,40.21,2,224
7386,Anekal,1733.5,3,120.0,3,17
7387,others,1750.0,3,58.0,3,230
7388,others,1537.0,3,81.0,3,230
7389,others,1050.0,2,45.0,2,230
7390,Kanakpura Road,1452.0,3,55.6,3,127
7391,Domlur,1246.0,2,95.0,2,71
7392,Yelahanka,1890.0,4,85.0,3,226
7393,Electronic City Phase II,972.0,2,40.0,2,75
7394,Electronic City,630.0,1,33.7,1,74
7395,others,1255.0,2,60.0,3,230
7396,Doddaballapur,2440.0,3,142.0,3,68
7397,Kanakpura Road,1938.0,3,92.69,3,127
7398,Bannerghatta Road,1711.0,3,125.0,3,34
7399,CV Raman Nagar,1392.0,2,95.0,2,53
7400,Haralur Road,1225.0,2,77.0,2,90
7401,Sarjapur  Road,3418.0,3,235.0,4,194
7402,Green Glen Layout,1750.0,3,120.0,3,83
7403,Subramanyapura,1260.0,2,80.0,3,205
7404,Sarjapur  Road,691.0,1,31.1,1,194
7405,Haralur Road,1285.0,2,78.0,2,90
7406,Hebbal,1590.0,3,96.0,3,92
7407,9th Phase JP Nagar,1571.0,3,65.0,3,8
7408,Hebbal Kempapura,2800.0,5,220.0,5,93
7409,Garudachar Palya,1060.0,2,48.66,2,79
7410,others,2400.0,2,185.0,3,230
7411,Bannerghatta Road,1520.0,2,81.0,3,34
7412,Kanakpura Road,2245.0,2,70.99,3,127
7413,others,1170.0,2,45.51,2,230
7414,OMBR Layout,1580.0,3,75.0,3,175
7415,Ardendale,1777.26,3,89.0,3,19
7416,Raja Rajeshwari Nagar,1303.0,2,55.78,2,184
7417,Kodichikkanahalli,1680.0,2,59.0,2,138
7418,Whitefield,1495.0,2,70.0,3,224
7419,Yelahanka,1835.0,3,108.0,3,226
7420,others,1080.0,2,38.0,2,230
7421,Electronic City,1025.0,2,29.61,2,74
7422,Haralur Road,1225.0,2,67.48,2,90
7423,Balagere,656.0,1,34.77,1,25
7424,Sarjapur  Road,994.0,2,45.0,2,194
7425,others,1025.0,2,65.0,2,230
7426,Marathahalli,1156.0,2,52.0,2,161
7427,JP Nagar,1250.0,2,60.0,2,109
7428,Kundalahalli,3092.0,4,230.0,4,150
7429,Hegde Nagar,1930.0,4,122.0,3,94
7430,others,1020.0,2,70.0,2,230
7431,Kumaraswami Layout,1310.0,2,70.0,3,149
7432,Jalahalli,917.5,1,27.565,1,111
7433,Kanakpura Road,1322.0,2,70.0,2,127
7434,Kothanur,1160.0,2,57.0,2,146
7435,5th Block Hbr Layout,1100.0,2,48.0,2,3
7436,Chikkalasandra,1090.0,2,47.42,2,59
7437,KR Puram,2000.0,2,75.0,2,115
7438,others,1155.0,2,69.0,2,230
7439,Vishveshwarya Layout,4000.0,6,230.0,6,221
7440,Sarjapur  Road,3913.0,5,176.0,4,194
7441,JP Nagar,1125.0,2,39.98,2,109
7442,Yelahanka,1847.0,3,92.0,3,226
7443,7th Phase JP Nagar,1515.0,2,76.0,3,6
7444,Yelahanka,2500.0,3,120.0,5,226
7445,Sarjapur  Road,1130.0,2,55.0,2,194
7446,Bellandur,1049.0,2,51.0,2,40
7447,Amruthahalli,2650.0,4,175.0,3,14
7448,Varthur Road,850.0,2,25.4,2,218
7449,Jakkur,1282.0,2,72.0,2,110
7450,Kalena Agrahara,800.0,2,40.0,2,121
7451,Magadi Road,1318.0,2,68.0,3,155
7452,Kanakpura Road,1698.0,2,105.0,2,127
7453,others,1555.0,2,67.0,3,230
7454,Sarjapur  Road,1881.0,3,145.0,3,194
7455,Yelahanka,1890.0,3,109.0,3,226
7456,Old Madras Road,935.0,2,32.0,2,177
7457,Cox Town,1000.0,2,58.0,2,62
7458,Singasandra,1510.0,3,75.0,3,201
7459,Uttarahalli,1120.0,2,50.0,2,216
7460,Talaghattapura,1175.0,2,62.0,2,208
7461,Bellandur,1350.0,2,63.0,3,40
7462,others,2180.0,4,115.0,4,230
7463,Kasavanhalli,1715.0,3,112.0,3,130
7464,Hebbal,1072.0,2,45.0,2,92
7465,Panathur,1230.0,2,80.0,2,180
7466,Murugeshpalya,1600.0,2,65.0,3,165
7467,Thanisandra,1411.0,3,93.25,3,209
7468,Rayasandra,3600.0,5,145.0,5,189
7469,Jalahalli,2404.0,3,138.0,3,111
7470,Doddathoguru,1208.0,3,45.0,3,70
7471,Haralur Road,1225.0,2,69.84,2,90
7472,Hebbal,1162.0,2,69.0,2,92
7473,Thanisandra,1262.0,2,65.0,3,209
7474,others,1050.0,2,35.0,2,230
7475,Channasandra,1500.0,3,61.95,3,56
7476,others,1610.0,3,85.0,3,230
7477,Whitefield,1340.0,2,41.0,2,224
7478,Sarjapur  Road,2275.0,4,182.0,3,194
7479,others,3150.0,3,135.0,4,230
7480,Hosa Road,1170.0,2,65.0,2,101
7481,Channasandra,1800.0,3,60.0,3,56
7482,Banashankari Stage VI,1423.0,2,71.73,3,30
7483,Kaggadasapura,1106.0,2,40.0,2,118
7484,others,1255.0,2,56.7,2,230
7485,Babusapalaya,1061.0,2,38.95,2,24
7486,others,600.0,2,29.5,2,230
7487,Electronic City Phase II,1400.0,2,40.45,3,75
7488,Domlur,2100.0,3,145.0,3,71
7489,Kengeri,633.0,1,18.0,2,135
7490,others,1334.0,2,55.43,2,230
7491,Hennur Road,2047.0,3,67.55,3,96
7492,others,2597.0,4,189.0,4,230
7493,Bellandur,1211.0,2,63.0,2,40
7494,Hennur Road,1904.0,3,129.0,3,96
7495,Balagere,1205.0,2,73.87,2,25
7496,Yeshwanthpur,1164.0,2,64.08,2,229
7497,others,1410.0,2,73.0,2,230
7498,others,1150.0,2,42.0,2,230
7499,others,1170.0,2,53.11,2,230
7500,Hennur,1420.0,2,62.0,2,95
7501,Panathur,1125.0,2,45.0,2,180
7502,NRI Layout,1789.0,3,75.0,3,168
7503,Hulimavu,1021.0,2,76.0,2,105
7504,Kalena Agrahara,1222.0,2,48.0,2,121
7505,Hennur Road,1981.0,3,134.0,3,96
7506,Yelachenahalli,1103.0,2,55.0,2,225
7507,others,1201.0,2,65.0,2,230
7508,Sarjapur  Road,970.0,2,36.0,2,194
7509,Sarjapur,920.0,2,33.0,2,193
7510,Yeshwanthpur,1520.0,3,85.0,3,229
7511,Sonnenahalli,1268.0,2,75.0,3,204
7512,others,660.0,1,30.0,1,230
7513,Harlur,1755.0,3,115.0,3,91
7514,Hoskote,945.0,2,35.0,2,103
7515,8th Phase JP Nagar,500.0,1,33.0,1,7
7516,Harlur,4145.0,4,153.5,4,91
7517,Rachenahalli,1167.0,2,37.5,2,183
7518,Domlur,1276.0,2,80.0,2,71
7519,Thanisandra,1234.0,2,51.0,2,209
7520,ISRO Layout,1370.0,2,87.0,3,106
7521,Electronic City,1400.0,3,90.0,3,74
7522,others,1050.0,2,40.0,2,230
7523,Ramagondanahalli,1251.0,2,46.0,2,187
7524,Yeshwanthpur,1677.0,3,92.13,3,229
7525,Sarjapur  Road,1346.0,2,67.38,2,194
7526,Electronic City Phase II,1090.0,2,31.48,2,75
7527,Kanakapura,1290.0,2,51.1,3,126
7528,Garudachar Palya,1150.0,2,52.0,2,79
7529,others,950.0,2,65.0,2,230
7530,Ramamurthy Nagar,1050.0,2,51.66,2,188
7531,Hoodi,1660.0,3,131.0,3,97
7532,Nagavarapalya,1134.0,2,55.0,2,172
7533,Hebbal,1100.0,2,60.0,2,92
7534,others,980.0,3,80.0,3,230
7535,others,1080.0,2,37.8,2,230
7536,CV Raman Nagar,705.0,2,50.0,1,53
7537,others,1200.0,2,35.0,3,230
7538,Anandapura,1200.0,2,50.0,2,15
7539,Talaghattapura,1804.0,3,127.0,3,208
7540,Battarahalli,1090.0,2,38.37,2,37
7541,Electronic City,1287.0,3,55.0,3,74
7542,Thigalarapalya,2215.0,4,157.0,3,210
7543,Sarjapur  Road,1045.0,2,42.15,2,194
7544,Hormavu,1263.0,2,47.36,2,100
7545,Whitefield,1431.0,3,85.0,3,224
7546,Dommasandra,999.0,2,32.9,2,72
7547,others,1535.0,3,72.0,3,230
7548,Marathahalli,2524.0,5,180.0,4,161
7549,7th Phase JP Nagar,2095.0,3,150.0,3,6
7550,others,1265.0,2,68.0,2,230
7551,Kudlu Gate,1215.0,2,44.96,2,148
7552,Yelahanka New Town,2200.0,2,180.0,2,227
7553,Electronics City Phase 1,1028.0,2,51.0,2,76
7554,Hegde Nagar,1835.0,2,92.0,3,94
7555,Munnekollal,1800.0,3,65.0,3,164
7556,Sarjapur  Road,2880.0,3,211.0,4,194
7557,Dasanapura,708.0,2,31.15,2,63
7558,Hosakerehalli,925.0,2,46.25,2,102
7559,Bannerghatta Road,2826.0,3,148.0,3,34
7560,Kanakpura Road,648.5,1,33.66,1,127
7561,others,3500.0,4,150.0,4,230
7562,others,5400.0,4,250.0,4,230
7563,Amruthahalli,1450.0,2,90.0,3,14
7564,Kasavanhalli,1100.0,2,65.0,2,130
7565,Kadubeesanahalli,1185.0,2,55.0,2,116
7566,9th Phase JP Nagar,1900.0,4,80.0,4,8
7567,others,660.0,1,35.0,1,230
7568,Ambedkar Nagar,1920.0,4,121.0,3,13
7569,Sarjapur  Road,3418.0,2,222.0,4,194
7570,1st Phase JP Nagar,4550.0,2,240.0,4,1
7571,Bhoganhalli,1205.0,2,68.32,2,43
7572,Haralur Road,1200.0,2,46.0,2,90
7573,Akshaya Nagar,1421.0,2,73.0,3,11
7574,6th Phase JP Nagar,1250.0,3,48.9,3,5
7575,Whitefield,524.0,1,29.0,1,224
7576,HSR Layout,4200.0,5,245.0,5,89
7577,Rachenahalli,985.0,2,50.17,2,183
7578,Whitefield,2830.0,4,161.0,4,224
7579,others,1140.0,2,60.0,2,230
7580,5th Block Hbr Layout,3600.0,5,130.0,5,3
7581,Raja Rajeshwari Nagar,1700.0,2,86.0,3,184
7582,Devanahalli,1975.0,2,62.425,2,65
7583,Dasarahalli,1333.0,2,86.65,2,64
7584,Electronic City,1258.0,2,85.5,2,74
7585,others,1458.0,2,87.0,3,230
7586,Electronic City,1386.0,2,85.0,2,74
7587,Electronic City,550.0,1,27.0,1,74
7588,Lakshminarayana Pura,1200.0,2,83.0,2,153
7589,others,1081.0,2,39.0,2,230
7590,Whitefield,2135.0,3,149.0,4,224
7591,Whitefield,2500.0,4,100.0,4,224
7592,others,1178.0,2,80.0,2,230
7593,Devarachikkanahalli,991.0,2,40.0,2,66
7594,Gottigere,1493.0,2,90.0,3,82
7595,Subramanyapura,2495.0,3,130.0,3,205
7596,Kammasandra,1080.0,2,31.99,2,125
7597,Dasanapura,814.0,2,53.0,2,63
7598,Electronic City,1025.0,2,50.0,2,74
7599,Whitefield,3075.0,2,188.0,4,224
7600,others,1175.0,2,52.86,2,230
7601,KR Puram,1100.0,2,45.0,2,115
7602,Banashankari,1450.0,2,50.75,2,26
7603,6th Phase JP Nagar,1810.0,3,131.0,3,5
7604,others,1426.0,2,71.0,3,230
7605,Sector 7 HSR Layout,2400.0,2,195.0,3,197
7606,Kalyan nagar,1100.0,2,70.0,2,122
7607,Electronic City Phase II,650.0,1,35.0,1,75
7608,Kaikondrahalli,900.0,2,27.0,2,120
7609,Billekahalli,1360.0,2,110.0,2,44
7610,Yeshwanthpur,674.0,1,36.85,1,229
7611,Whitefield,1655.0,3,110.0,3,224
7612,others,1300.0,2,95.0,2,230
7613,others,936.0,1,53.0,1,230
7614,others,1277.0,2,92.0,2,230
7615,others,1200.0,2,54.0,2,230
7616,Hormavu,1015.0,2,39.08,2,100
7617,Budigere,1153.0,2,60.0,2,52
7618,Kengeri,1035.0,2,51.5,2,135
7619,KR Puram,3300.0,3,255.0,5,115
7620,Uttarahalli,1150.0,2,46.0,2,216
7621,Malleshwaram,1020.0,2,80.0,2,160
7622,8th Phase JP Nagar,1160.0,2,95.0,2,7
7623,Brookefield,1225.0,2,72.0,2,51
7624,others,1350.0,3,60.0,3,230
7625,Channasandra,830.0,2,36.28,2,56
7626,Jalahalli,905.0,2,55.0,2,111
7627,Vijayanagar,1375.0,2,75.0,3,220
7628,Electronic City,1140.0,2,33.84,2,74
7629,Hormavu,1550.0,2,60.0,3,100
7630,Kannamangala,957.0,2,55.0,2,128
7631,9th Phase JP Nagar,890.0,2,45.0,2,8
7632,KR Puram,3000.0,4,235.0,4,115
7633,others,2400.0,5,150.0,5,230
7634,Rachenahalli,925.0,2,37.0,2,183
7635,Kammasandra,1415.0,2,60.0,2,125
7636,Thanisandra,1225.0,2,37.0,2,209
7637,Hennur Road,2000.0,4,90.0,4,96
7638,Whitefield,840.0,1,57.0,1,224
7639,Thanisandra,1732.0,3,112.0,3,209
7640,others,1200.0,1,45.0,1,230
7641,Bhoganhalli,1260.0,2,69.9,2,43
7642,others,1092.0,2,49.0,2,230
7643,others,827.0,2,34.0,2,230
7644,Chamrajpet,650.0,1,40.0,2,54
7645,Whitefield,1725.0,3,106.0,3,224
7646,Jalahalli,1000.0,2,70.0,2,111
7647,TC Palaya,1350.0,1,55.0,1,207
7648,Bellandur,1717.0,3,110.0,3,40
7649,Kanakpura Road,700.0,2,34.0,2,127
7650,others,800.0,2,32.0,2,230
7651,Sonnenahalli,1415.0,2,65.0,3,204
7652,7th Phase JP Nagar,1976.0,3,145.0,3,6
7653,Kambipura,883.0,2,37.01,2,123
7654,Yelahanka,700.0,1,38.0,1,226
7655,Sarjapur,1445.0,3,50.0,3,193
7656,Battarahalli,2082.0,3,104.0,3,37
7657,Thanisandra,933.0,2,66.0,2,209
7658,Electronic City Phase II,1155.0,2,57.0,2,75
7659,Bannerghatta,1200.0,2,73.2,2,33
7660,others,1055.0,2,43.0,2,230
7661,Rajaji Nagar,1555.0,3,125.0,3,185
7662,Bellandur,1420.0,3,62.0,3,40
7663,KR Puram,1035.0,2,40.0,2,115
7664,Yelahanka New Town,488.0,1,20.0,1,227
7665,others,2760.0,5,140.0,5,230
7666,others,993.0,2,42.0,2,230
7667,Hoodi,1225.0,2,45.0,2,97
7668,Sompura,825.0,2,32.0,2,203
7669,Electronic City Phase II,1800.0,3,92.0,3,75
7670,Kanakpura Road,1167.0,2,63.0,2,127
7671,Sarjapur,1150.0,2,41.0,2,193
7672,others,650.0,1,50.0,1,230
7673,Sarjapur  Road,675.0,1,27.0,1,194
7674,others,2260.0,3,90.0,2,230
7675,others,1050.0,1,32.39,1,230
7676,Yelahanka New Town,1100.0,2,58.0,2,227
7677,Uttarahalli,1330.0,2,58.0,3,216
7678,others,2400.0,5,75.0,6,230
7679,Banashankari,1770.0,3,108.0,3,26
7680,Prithvi Layout,2100.0,3,125.0,3,181
7681,Pai Layout,1000.0,2,42.0,2,179
7682,Ramamurthy Nagar,2916.0,5,230.0,4,188
7683,Kanakpura Road,1419.59,2,65.0,3,127
7684,Kodihalli,1400.0,3,81.0,3,141
7685,Horamavu Agara,750.0,2,37.49,2,98
7686,Bannerghatta,1070.0,2,87.0,2,33
7687,Kannamangala,1536.0,3,107.0,3,128
7688,JP Nagar,2400.0,3,196.0,3,109
7689,Sarjapur  Road,2582.5,2,102.92,3,194
7690,Electronic City,1342.0,2,72.0,2,74
7691,others,1600.0,3,130.0,3,230
7692,Kanakapura,938.0,1,50.0,1,126
7693,Budigere,1820.0,3,99.0,3,52
7694,Bhoganhalli,2439.0,4,170.0,4,43
7695,Kanakpura Road,1665.0,3,78.0,3,127
7696,Basavangudi,1850.0,3,150.0,3,35
7697,Bommanahalli,1091.0,2,40.0,2,47
7698,Brookefield,3675.0,4,176.0,4,51
7699,JP Nagar,1060.0,2,33.95,2,109
7700,Whitefield,1059.0,2,57.0,2,224
7701,Hebbal,1299.0,2,97.0,2,92
7702,Yelahanka,1491.0,3,85.0,3,226
7703,Basaveshwara Nagar,1200.0,2,85.0,2,36
7704,Yelahanka,2088.0,5,110.0,4,226
7705,Hulimavu,581.0,1,29.0,1,105
7706,others,1296.0,2,70.0,2,230
7707,others,1125.0,2,55.0,2,230
7708,Electronic City,1275.0,3,70.0,3,74
7709,Kothanur,1095.0,2,55.0,2,146
7710,Old Madras Road,1330.0,2,74.0,2,177
7711,Marathahalli,1135.0,2,60.0,2,161
7712,Whitefield,516.0,1,39.0,1,224
7713,others,1194.0,2,51.0,2,230
7714,Electronic City,770.0,1,38.0,2,74
7715,Chikkalasandra,1355.0,3,54.2,3,59
7716,Harlur,2569.0,4,175.0,4,91
7717,Bhoganhalli,1707.0,3,115.0,3,43
7718,Sultan Palaya,1070.0,2,49.0,2,206
7719,Whitefield,6000.0,4,410.0,4,224
7720,Tumkur Road,1240.0,2,83.0,3,214
7721,JP Nagar,1300.0,2,91.65,2,109
7722,Ambalipura,1700.0,2,76.0,2,12
7723,Yeshwanthpur,1383.0,2,76.18,3,229
7724,others,3000.0,4,170.0,5,230
7725,Hulimavu,935.0,2,45.0,2,105
7726,Thigalarapalya,2072.0,4,151.0,3,210
7727,KR Puram,1116.0,2,45.0,2,115
7728,Whitefield,1639.0,3,107.0,3,224
7729,Marathahalli,1839.0,3,130.0,3,161
7730,others,1300.0,2,63.0,2,230
7731,Horamavu Agara,625.0,1,27.0,1,98
7732,Thanisandra,933.0,1,61.0,1,209
7733,Hosur Road,2289.0,3,180.0,3,104
7734,Ramamurthy Nagar,2316.0,3,125.0,3,188
7735,Electronic City,1005.0,2,39.77,2,74
7736,Horamavu Agara,1080.0,2,38.0,2,98
7737,Vishwapriya Layout,910.0,2,36.0,2,222
7738,Hormavu,1200.0,2,73.0,2,100
7739,Electronic City,1110.0,2,39.9,2,74
7740,Kothanur,1142.0,2,56.0,2,146
7741,2nd Stage Nagarbhavi,4000.0,4,240.0,5,2
7742,AECS Layout,1005.0,2,55.0,2,9
7743,others,1626.6,3,133.0,3,230
7744,Kothanur,1074.0,2,54.0,2,146
7745,Basavangudi,1230.0,2,80.0,2,35
7746,Electronic City,660.0,1,23.0,2,74
7747,others,1007.0,2,48.0,2,230
7748,Whitefield,1820.0,3,113.0,3,224
7749,others,1348.0,2,100.0,2,230
7750,Kasavanhalli,1230.0,2,66.25,2,130
7751,Horamavu Agara,1176.0,2,37.62,3,98
7752,Frazer Town,1200.0,2,78.0,2,77
7753,others,1298.0,2,65.0,2,230
7754,Kothanur,1285.0,2,60.0,2,146
7755,Electronic City,1644.0,3,92.59,3,74
7756,Kasavanhalli,1819.0,3,150.0,3,130
7757,1st Phase JP Nagar,1205.0,2,85.0,2,1
7758,Raja Rajeshwari Nagar,1270.0,2,62.0,2,184
7759,9th Phase JP Nagar,1240.0,2,39.89,3,8
7760,Jigani,1221.0,3,70.0,3,113
7761,Kanakpura Road,1339.0,2,63.0,2,127
7762,Thigalarapalya,4303.0,5,300.0,4,210
7763,Haralur Road,1315.0,2,85.0,2,90
7764,Raja Rajeshwari Nagar,1250.0,2,68.0,2,184
7765,Bisuvanahalli,850.0,2,27.0,2,46
7766,7th Phase JP Nagar,1600.0,2,110.0,3,6
7767,Electronic City,1250.0,2,62.0,2,74
7768,others,1312.0,2,56.5,3,230
7769,Kadugodi,3000.0,4,134.0,4,117
7770,Whitefield,1990.0,3,98.0,3,224
7771,others,760.0,2,38.5,2,230
7772,Kadugodi,1614.0,2,59.0,3,117
7773,others,1182.0,2,60.1,3,230
7774,others,1053.0,2,46.29,2,230
7775,Gubbalala,2000.0,3,125.0,3,84
7776,Electronic City Phase II,1940.0,4,116.0,3,75
7777,Hennur Road,1590.0,3,105.0,3,96
7778,others,1035.0,2,52.79,2,230
7779,Raja Rajeshwari Nagar,1260.0,2,62.0,3,184
7780,Thanisandra,1702.0,3,107.0,3,209
7781,Bisuvanahalli,1080.0,2,65.0,3,46
7782,Kasavanhalli,1189.0,2,45.0,2,130
7783,Tumkur Road,1035.0,2,39.0,2,214
7784,Hennur Road,1200.0,2,36.0,2,96
7785,Yelahanka,1330.0,2,93.65,2,226
7786,Kaggalipura,1210.0,2,65.0,3,119
7787,Chikkalasandra,1350.0,2,54.2,3,59
7788,Kaval Byrasandra,1900.0,2,65.0,3,133
7789,Ambedkar Nagar,1935.0,4,125.0,3,13
7790,others,1410.0,3,90.0,3,230
7791,others,1469.0,2,99.14,2,230
7792,Varthur,986.0,2,30.0,2,217
7793,others,1460.0,2,87.0,3,230
7794,Chandapura,1345.0,2,39.5,3,55
7795,Panathur,980.0,2,57.0,2,180
7796,Kudlu Gate,1164.0,2,75.0,2,148
7797,Subramanyapura,929.0,1,51.0,2,205
7798,Kundalahalli,1065.0,2,70.0,2,150
7799,Budigere,1747.0,2,56.725,2,52
7800,Electronic City,1020.0,2,30.27,2,74
7801,Yeshwanthpur,672.0,1,36.85,1,229
7802,Brookefield,1746.0,3,115.0,3,51
7803,others,1250.0,2,65.0,2,230
7804,Thanisandra,1188.0,2,39.0,2,209
7805,Whitefield,3565.0,4,218.0,4,224
7806,Marathahalli,1170.0,2,85.0,2,161
7807,others,1000.0,2,35.0,2,230
7808,Kasturi Nagar,2507.0,4,155.0,4,131
7809,Babusapalaya,1061.0,2,34.0,2,24
7810,KR Puram,1290.0,2,69.0,2,115
7811,Sarjapur,1200.0,2,42.6,2,193
7812,Bharathi Nagar,1120.0,2,39.29,2,42
7813,Electronic City,418.0,1,12.0,1,74
7814,Sarjapur,1333.0,3,50.0,3,193
7815,Thanisandra,1089.0,1,34.355,1,209
7816,Thanisandra,2030.0,4,125.0,3,209
7817,Balagere,1012.0,2,70.0,2,25
7818,Kudlu,1245.0,2,60.0,3,147
7819,7th Phase JP Nagar,1765.0,3,118.0,3,6
7820,Gottigere,1110.0,2,36.25,2,82
7821,others,967.0,2,47.8,2,230
7822,Sarjapur,1044.0,2,36.0,2,193
7823,Brookefield,1518.0,3,80.0,3,51
7824,KR Puram,1300.0,2,57.0,3,115
7825,others,1798.0,3,73.0,3,230
7826,KR Puram,866.28,2,36.38,2,115
7827,Whitefield,3410.0,5,253.0,4,224
7828,Singasandra,1179.0,2,56.0,2,201
7829,Haralur Road,1976.0,3,92.0,3,90
7830,5th Phase JP Nagar,1190.0,2,61.8,2,4
7831,Jakkur,1761.0,3,84.52,3,110
7832,Cooke Town,1700.0,3,120.0,3,61
7833,Electronic City,1128.0,2,64.8,2,74
7834,Electronic City,1220.0,2,35.25,3,74
7835,others,509.0,1,20.0,1,230
7836,Ambedkar Nagar,1852.0,4,122.0,3,13
7837,Varthur,1045.0,2,40.65,2,217
7838,others,3535.0,4,215.0,4,230
7839,others,1800.0,3,82.0,4,230
7840,Hebbal Kempapura,1436.0,2,75.0,3,93
7841,others,1397.0,2,52.0,3,230
7842,Kothanur,1140.0,2,56.0,2,146
7843,others,2050.0,3,135.0,3,230
7844,Sarjapur  Road,1335.0,2,95.0,2,194
7845,Thanisandra,1140.0,2,59.0,2,209
7846,Thanisandra,663.0,1,46.0,1,209
7847,Kanakpura Road,1450.0,3,60.9,3,127
7848,Kodichikkanahalli,1400.0,3,66.0,3,138
7849,others,1339.0,2,53.56,2,230
7850,Electronic City,1220.0,2,35.23,3,74
7851,others,1305.0,2,52.0,2,230
7852,Green Glen Layout,1740.0,3,80.0,3,83
7853,Anekal,680.0,1,21.0,2,17
7854,Bannerghatta Road,1154.0,2,47.0,2,34
7855,Munnekollal,1200.0,2,40.0,2,164
7856,Hennur,1155.0,2,54.5,2,95
7857,Sarjapur  Road,1525.0,2,63.0,3,194
7858,Hebbal,2470.0,5,192.0,4,92
7859,Padmanabhanagar,1100.0,2,60.0,2,178
7860,Hormavu,1250.0,2,65.0,2,100
7861,Kothanur,1400.0,2,70.0,2,146
7862,others,1600.0,3,100.0,3,230
7863,Electronic City,1060.0,2,55.0,2,74
7864,Horamavu Banaswadi,1272.0,2,50.0,2,99
7865,Kanakpura Road,1296.0,2,105.0,2,127
7866,Karuna Nagar,1945.0,3,115.0,3,129
7867,Chandapura,1033.0,2,30.47,3,55
7868,others,2300.0,2,69.0,3,230
7869,others,1235.0,2,52.76,2,230
7870,others,850.0,2,42.5,2,230
7871,Subramanyapura,1880.0,3,110.0,3,205
7872,Kenchenahalli,1060.0,2,52.0,2,134
7873,Hennur Road,2041.0,3,138.0,3,96
7874,others,1150.0,2,39.0,2,230
7875,LB Shastri Nagar,1184.0,2,62.0,2,151
7876,Sarjapur  Road,1680.0,3,126.0,3,194
7877,Thanisandra,1411.0,3,100.0,3,209
7878,Thanisandra,1702.0,3,120.0,3,209
7879,Yelahanka,1185.0,2,45.0,2,226
7880,Kanakpura Road,1300.0,3,64.0,3,127
7881,others,1545.0,3,65.0,3,230
7882,Jigani,1300.0,3,55.0,3,113
7883,JP Nagar,1107.0,2,57.0,2,109
7884,Old Madras Road,1720.0,3,106.0,3,177
7885,Bannerghatta Road,1000.0,2,44.5,2,34
7886,Electronic City,710.0,1,40.42,1,74
7887,Bannerghatta Road,1250.0,2,48.0,2,34
7888,Kaggadasapura,2400.0,4,130.0,5,118
7889,Hegde Nagar,1584.01,3,104.0,3,94
7890,Kaggadasapura,1485.0,2,70.0,3,118
7891,Hennur Road,1100.0,2,78.0,3,96
7892,8th Phase JP Nagar,1245.0,2,59.0,2,7
7893,Hennur Road,1880.0,4,154.0,4,96
7894,others,1050.0,2,45.0,2,230
7895,Bannerghatta Road,1640.0,3,105.0,3,34
7896,others,1165.0,2,65.0,2,230
7897,Kengeri Satellite Town,1110.0,2,43.0,2,136
7898,Uttarahalli,4500.0,4,150.0,4,216
7899,others,1200.0,1,42.0,2,230
7900,Jalahalli,1704.0,3,94.36,3,111
7901,7th Phase JP Nagar,1275.0,2,88.0,3,6
